Unnamed: 0,RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,RV,logg,[Fe/H],Dist,PQSO,PGal,Pstar,PWD,Pbin,Teff,A0,AG,ABP,ARP,E(BP-RP),GMAG,Rad,Rad-Flame,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,Evol,SpType-ELS,Flags-HS,EWHa,e_EWHa,f_EWHa,Cluster,Cluster_KMeans,Cluster_DBSCAN
18316.0,55.53533516235,21.26425220684,6.347072175928166e+16,0.0198,0.0139999999999999,5.0083,0.0231,29.227,26.608,0.026,-12.094,0.018,1.009,14.204083,0.002784,15.094484,0.003247,13.279869,0.003925,12.867826,0.044279,-10.62,4.6731,0.4096,198.045,0.0,0.0,0.9998199,0.0,0.00018016,4486.8423,1.123,0.8221,1.0871,0.6528,0.4343,6.9193,0.6627,0.6674,0.16269466,0.726,1.439,0.7310414000000001,115.0,4.0,92.0,-0.1405,0.03153,1.0,1,1,-1
96661.0,276.99419576052003,-26.86880250083,4.052000618108997e+18,0.0171,0.0155,0.0497,0.0195,9.816,-2.964,0.022,-9.358,0.017,0.8270000000000001,13.164233,0.003209,14.692803,0.0140349999999999,11.947303,0.006047,11.392784,0.038533,158.03,0.4844,-0.3072,6603.6226,0.0,0.0,0.99986607,0.0,0.00013393,3537.2366,1.0701,0.6791,1.0079,0.5803,0.4276,-1.6759,90.8257,79.395,888.33246,1.924,1.342,0.00565133,1163.0,5.0,91.0,0.24958,0.07465,1.0,4,4,-1
94340.0,79.86976857014,32.00189532666,1.807846610754135e+17,0.0214,0.016,0.9973,0.0237,3.62,1.442,0.026,-3.321,0.02,0.903,14.630007,0.002768,15.022972,0.003139,14.061019,0.0039549999999999,13.911908,0.097001,-13.13,4.2904,-0.5379999999999999,907.4871,0.0,0.0,0.99998283,0.0,1.714e-05,5992.459,0.5634,0.4717,0.5936,0.3373,0.2563,4.3649,1.0703,1.1343,1.5004178,1.071,4.25,0.4821959,289.0,2.0,999.0,0.13582,0.03424,0.0,8,8,-1
75584.0,353.42312292921,-2.24464452248,2.6404758727299907e+18,0.0366,0.0268,7.9476,0.0384,29.992,18.511,0.05,-23.598000000000003,0.031,0.955,7.688003999999999,0.002786,7.821822,0.0030269999999999,7.430999000000001,0.0038729999999999,7.329211,0.006776,-5.12,3.9937,-0.5119,126.8532,0.0,0.0,1e-06,0.0,0.999999,7215.471,0.0106,0.0095,0.0115,0.0064,0.0051,2.1591,2.0456,2.0239,10.018771,1.652,1.269,0.4695888,229.0,0.0,92.0,0.3099099999999999,0.02379,0.0,5,5,-1
91368.0,46.95672666779,40.31266480517,2.3905884606525414e+17,0.0208,0.0171,1.2604,0.0226,4.921,-1.192,0.025,4.774,0.023,1.036,14.264756,0.002769,14.651848,0.0032359999999999,13.712057,0.00395,13.51916,0.104448,1.43,4.345,-0.122,745.4249,0.0,0.0,0.9999671,0.0,3.287e-05,5690.5737,0.2978,0.2471,0.3108,0.1783,0.1325,4.6484,1.0328,1.0668,1.0754701,0.95,9.173,0.53193843,330.0,3.0,93.0,0.08549,0.03149,0.0,8,8,-1
90919.0,52.92992174299,42.91372347508,2.384168343579689e+17,0.0154,0.0121,1.2694,0.0199,10.661,-0.8009999999999999,0.022,-10.630999999999998,0.016,0.993,14.156153,0.002762,14.611535,0.003085,13.529952,0.0038399999999999,13.294546,0.083786,-29.67,4.2044,-0.2923,737.6669,0.0,0.0,0.999949,0.0,5.099e-05,5814.729,0.7284,0.5998,0.7592,0.4347,0.3245,4.2112,1.213,1.2592,1.6275823,1.0,9.237,0.45121917,372.0,3.0,93.0,0.13669,0.02256,0.0,8,8,-1
50213.0,41.60847509923,27.00747092491,1.268210426981623e+17,0.0227,0.0199,1.2348,0.0243,14.61,13.009,0.0279999999999999,-6.648,0.024,0.908,14.727607,0.0027719999999999,15.147464,0.003701,14.134955,0.004005,14.072506,0.225455,-17.29,4.4445,-0.3175,742.7517,0.0,0.0,0.9999564,0.0,4.352e-05,5655.1826,0.3915,0.3217,0.4064,0.2339999999999999,0.1724,5.0301,0.8844,0.9261,0.7934624,0.983,2.879,0.56740034,194.0,2.0,95.0,0.00419,0.03995,0.0,8,8,-1
76661.0,270.2169640764,-37.34745081189,4.0371311365104937e+18,0.0289999999999999,0.0258,0.071,0.0351,9.596,-2.55,0.036,-9.251,0.026,0.983,15.314119,0.002788,16.409084,0.003781,14.281029,0.003924,13.605645999999998,0.145562,-72.25,2.3378,-0.584,6595.781999999999,0.0,0.0,0.9999208,0.0,7.925e-05,4985.184,2.6773,1.9698,2.6207,1.5499,1.0702,-0.7739,17.2818,21.8081,242.93845,3.486,0.252,0.15526281,703.0,5.0,95.0,-0.23104,0.0443,1.0,2,2,-1
3747.0,77.54093096269,36.4859840972,1.8569236558580352e+17,0.0231,0.0117,0.1286,0.0257,0.5579999999999999,0.3979999999999999,0.032,-0.39,0.022,0.977,15.029283,0.002764,15.432106,0.003039,14.43336,0.0038619999999999,12.41566552393817,0.06536518378525784,-5.882807750789657,3.5482,-0.2518,5581.695,0.0,0.0,0.99999666,0.0,3.3e-06,9705.132,2.1482,1.9101,2.3329,1.2956,1.0373,-0.5451,4.5624,4.657,173.74223,3.169,0.302,0.3815452,289.0,1.0,11.0,0.4217,0.02808,0.0,0,0,-1
64966.0,24.43462289072,62.12624039572,5.1152796355906624e+17,0.0142,0.0152,0.2943,0.0218,1.31,-1.263,0.017,-0.348,0.019,1.064,14.680189000000002,0.002764,15.101975,0.003014,14.072831,0.003884,12.41566552393817,0.06536518378525784,-5.882807750789657,3.822,-0.4761,3938.6567,0.0,0.0,0.9999981,0.0,1.94e-06,11447.95,2.3653,2.1112,2.5782,1.4293,1.1489,-0.4204,3.5145,2.8342,128.08774,3.115,0.203,0.5594585999999999,221.0,1.0,92.0,0.30666,0.02531,0.0,0,0,-1
68073.0,324.86856351499,57.95793470937,2.1785481199697027e+18,0.0234,0.0219,0.3953,0.0252,8.287,-5.935,0.03,-5.783,0.0279999999999999,1.272,14.979068,0.00277,15.777529,0.003267,14.08779,0.003839,13.702085999999998,0.144467,-34.78,3.5302,-0.07,2915.1306,0.0,0.0,0.9999993,0.0,7.3e-07,8639.686,3.5728,2.9637,3.7449,2.1169,1.628,-0.2996,4.549,3.7489,71.1307,2.573,0.504,0.3650753,279.0,0.0,92.0,0.36513,0.03106,0.0,0,0,-1
53875.0,40.31890907723,32.442501626870005,1.3371291902282842e+17,0.018,0.0155,1.0559,0.0203,4.107,-0.727,0.022,-4.042,0.02,1.099,13.870535999999998,0.002776,14.229345,0.003037,13.324694,0.0038179999999999,13.180867999999998,0.114495,-35.25,4.1885,-0.4426,895.5976,0.0,0.0,0.99994195,0.0,5.809e-05,5657.9062,0.2279,0.1898,0.2389,0.1364,0.1025,3.9117,1.4821,1.5068,2.0854928,0.998,10.851,0.5297907,442.0,2.0,94.0,0.19382,0.02779,0.0,8,8,-1
99183.0,58.31717805961,51.95782652689999,2.517310611754492e+17,0.011,0.0087,2.3488,0.0144,16.762,5.697,0.015,-15.764,0.013,1.056,13.286016,0.002759,13.754988,0.002871,12.646437,0.003814,12.400818,0.0251449999999999,19.65,4.3564,-0.4995,418.6678,0.0,0.0,0.9999726,0.0,2.741e-05,5474.746,0.5254,0.4268,0.5424,0.313,0.2295,4.7596,1.0804,1.0901,0.96073353,0.89,13.441,0.57371527,365.0,3.0,92.0,0.1030099999999999,0.01645,0.0,8,8,-1
13700.0,49.750222757820005,19.51173808858,5.93364549590743e+16,0.0186,0.0161,1.0456,0.0211,6.459,-2.597,0.023,-5.912999999999999,0.02,1.018,13.947457,0.002769,14.300507,0.002984,13.424102,0.003856,13.108725,0.3351449999999999,-4.72,4.242,-0.355,923.7161,0.0,0.0,0.9999648,0.0,3.525e-05,6306.1997,0.5048,0.4277,0.5343,0.3033,0.231,3.6647,1.3276,1.3093,2.44906,1.199,2.713,0.53597176,237.0,3.0,999.0,0.1985299999999999,0.03083,0.0,8,8,-1
76118.0,6.49741554283,23.12454358168,2.8008342105069353e+18,0.0166,0.0107,2.8932,0.0193,14.076,2.2,0.023,-13.903,0.016,0.978,9.805186,0.0027649999999999,9.935562,0.002805,9.561664,0.0037869999999999,9.440696,0.006064,-4.15,4.0548,-0.2275,348.542,0.0,0.0,0.99933106,0.0,0.00066897,7879.8896,0.2766,0.2532,0.3038,0.1688,0.1351,1.841,1.9896,1.9651,13.417682999999998,1.7919999999999998,0.8490000000000001,0.5271713,208.0,0.0,1.0,0.43808,0.01247,0.0,5,5,-1
59986.0,42.78780437773,37.63368487596,1.4157164402071834e+17,0.0166,0.0161,3.3149,0.0195,36.384,-10.663,0.02,-34.786,0.021,1.055,11.758799,0.002769,12.055908,0.002947,11.292848,0.0038179999999999,11.127261,0.016696,-36.09,4.359,-0.4885,294.6211,0.0,0.0,0.99979013,0.0,0.00020992,5978.4478,0.0756,0.0641,0.0801,0.0455,0.0346,4.3435,1.0807,1.0723,1.5065017,1.163,0.241,0.65926147,109.0,2.0,92.0,0.15487,0.0166599999999999,0.0,5,5,-1
23709.0,29.100817182550003,17.04828259124,9.09824268305486e+16,0.0178,0.0139999999999999,1.8115,0.0203,22.007,16.862000000000002,0.02,-14.140999999999998,0.02,1.031,12.766789,0.00278,13.129763,0.002892,12.239645,0.003865,12.003552,0.044388,-47.25,4.2041,-0.3056,547.2369,0.0,0.0,0.9998841,0.0,0.0001159,5545.3857,0.0365,0.0301,0.0379,0.0218,0.0161,4.0207,1.4673,1.445,1.7842053,0.956,12.822,0.54202396,415.0,3.0,92.0,0.11947,0.02087,0.0,8,8,-1
79659.0,64.55377753171,30.59577918527,1.661500582303483e+17,0.0136,0.0075,1.5887,0.0147,7.507000000000001,7.197,0.02,-2.134,0.0139999999999999,1.072,12.488468,0.00276,12.888328,0.002832,11.915101,0.003793,11.674264,0.010104,46.78,4.0268,-0.4014,616.9664,0.0,0.0,0.9999741,0.0,2.592e-05,6451.5986,0.8201,0.6918,0.8666,0.4919,0.3747,2.8207,1.8735,1.8659,5.4450374,1.409,2.437,0.45977652,272.0,2.0,91.0,0.22978,0.01159,0.0,5,5,-1
4270.0,38.87673804211,7.34555314597,1.9348591445956096e+16,0.0221,0.0212,1.7307,0.0253,28.267,-2.709,0.0289999999999999,-28.137,0.027,0.989,14.752271,0.002773,15.259742,0.003401,14.087426999999998,0.0039049999999999,13.779279999999998,0.116961,-17.99,4.5399,-0.1425,539.3156,0.0,0.0,0.9999107,0.0,8.932e-05,5201.825,0.4568,0.3658,0.4665,0.2715,0.195,5.7214,0.7747,0.8098,0.4330751,0.867,4.377,0.6220753000000001,190.0,4.0,999.0,0.00095,0.03903,0.0,8,8,-1
53759.0,65.31384304567,25.11626602146,1.4960044972554573e+17,0.0177,0.0103,0.5143,0.0194,8.63,6.0520000000000005,0.023,-6.152,0.017,1.046,14.22702,0.002764,15.155110999999998,0.003046,13.273888,0.003832,12.801689,0.033101,107.15,3.1962,-0.2209,1796.5433,0.0,0.0,0.99999374,0.0,6.28e-06,5500.543000000001,2.4762,1.8871,2.4752,1.4472,1.0279,1.0824,5.8148,5.7759,27.43725,2.189,0.89,0.21609585,486.0,4.0,93.0,0.06111,0.02246,0.0,2,2,-1
76157.0,72.53507294379001,33.32309773257,1.6127939351622502e+17,0.0216,0.0136,0.7727,0.0244,5.827000000000001,4.708,0.0289999999999999,-3.4330000000000003,0.023,1.127,14.672119,0.0027649999999999,15.388303,0.0033049999999999,13.833879,0.003835,13.410255,0.044156,40.44,3.9302,-0.9272,1265.8171,0.0,0.0,0.9999956,0.0,4.4e-06,7174.7783,2.5953,2.1187,2.7026,1.5384,1.1641,2.0332,2.2107,2.1549,10.890974,1.676,1.32,0.4292152,239.0,2.0,92.0,0.09241,0.02441,0.0,0,0,-1
4860.0,42.02243140173,11.02420298954,2.2395303806795776e+16,0.0201,0.02,0.6209,0.0241,5.801,4.433,0.026,3.741,0.025,0.98,14.583058,0.002771,15.186547,0.003899,13.842102,0.003975,13.621655,0.103307,-21.3,3.5413,-0.1479,1466.0448,0.0,0.0,0.9999902,0.0,9.75e-06,4999.117,0.7217,0.5661,0.7288,0.4265,0.3023,3.1918,2.7477,2.8309,4.485176999999999,1.192,6.047000000000001,0.2095497,583.0,4.0,94.0,-0.03418,0.03582,1.0,8,8,-1
19240.0,59.54680471766,22.58924548113,6.534748503003366e+16,0.0322,0.018,1.709,0.0331,5.72,5.398,0.046,1.893,0.024,1.09,14.977246,0.002767,15.569593,0.00376,14.239268,0.003947,13.926445,0.141168,2.72,4.5972,-0.1468,521.8552,0.0,0.0,0.9999742,0.0,2.578e-05,5340.838000000001,0.954,0.7572,0.9713,0.5653,0.406,5.6255,0.7598,0.8382,0.51030844,0.8959999999999999,3.938,0.68656266,190.0,4.0,999.0,0.0265399999999999,0.03851,0.0,8,8,-1
36944.0,8.581058933180001,60.829104657680006,4.301085391019201e+17,0.0186,0.0196,0.2294,0.0289,2.5610000000000004,-2.177,0.025,-1.349,0.025,0.99,15.412736,0.00277,15.795162,0.003358,14.840770999999998,0.004083,12.41566552393817,0.06536518378525784,-5.882807750789657,3.7361,-0.71,5040.6636,0.0,0.0,0.9999978,0.0,2.24e-06,9674.215,2.0449,1.8223,2.2222,1.2343,0.9879,0.0741,3.362,3.3634,89.797134,2.752,0.38,0.43264455,262.0,1.0,95.0,0.41295,0.03638,0.0,0,0,-1
30135.0,313.12151563118,27.16202714491,1.845673001878935e+18,0.0582,0.0913,4.6677,0.1144,43.018,28.556,0.103,32.173,0.136,3.915,15.51544,0.003014,16.68235,0.003986,14.404939,0.003924,13.835686,0.062571,40.38,4.5973,-0.4973,192.544,0.0,0.0,0.9982583,0.0,0.00174173,3635.7905,0.6885,0.4671,0.6612,0.3854,0.2758,8.5664,0.5601,0.6061,0.05769929,0.55,13.268,0.49369323,185.0,5.0,92.0,-0.05832,0.0389199999999999,1.0,1,1,-1
81724.0,319.15599117811,13.8020588539,1.759253170338413e+18,0.0224,0.0227,3.7796,0.0301,12.684,10.022,0.027,-7.774,0.025,1.202,8.566792,0.002777,8.585663,0.002823,8.49788,0.003795,12.41566552393817,0.06536518378525784,-5.882807750789657,4.1163,-1.3083,274.7973,0.0,0.0,0.9930341,2e-08,0.00696583,10622.892,0.2985,0.287,0.3368,0.1838,0.153,1.0636,1.9485,1.8802,40.527374,2.474,3.7764345571077382,0.59800833,134.0,1.0,2.0,0.4713,0.0159,0.0,5,5,-1
21800.0,68.62555315298,45.09902401779,2.535313053095237e+17,0.0684,0.0426,0.1721,0.0812,0.65,0.377,0.093,-0.529,0.072,0.991,17.159122,0.002856,17.669378,0.007956,16.465320000000002,0.005184,12.41566552393817,0.06536518378525784,-5.882807750789657,4.3913,-1.4759,3415.9417,0.0,0.0,0.9999962,0.0,3.8e-06,9782.157,2.6015,2.2624,2.7905,1.5626,1.228,2.2262,1.2488,1.2397,11.807489,1.8418721690735889,3.7764345571077382,0.71836114,364.1904393556501,1.0,93.0,0.44417,0.1067,0.0,0,0,-1
77408.0,62.67147271969,27.09848476199,1.6300311851162086e+17,0.0152,0.0084,0.8540000000000001,0.0177,4.275,-4.243,0.021,-0.524,0.0139999999999999,1.098,13.577844,0.002763,13.955011,0.002915,13.025089,0.0038,12.77172,0.047594,-6.61,4.0763,-0.5595,1011.3737,0.0,0.0,0.9999933,0.0,6.66e-06,6912.9478,1.0199,0.8745,1.0879,0.613,0.4749,2.692,1.7447,1.9391,7.808499,1.5530000000000002,1.548,0.49531952,236.0,2.0,91.0,0.24264,0.0188699999999999,0.0,8,8,-1
83843.0,57.14810927726,40.62796254457,2.248757989031881e+17,0.0229,0.0173,1.1906,0.0273,6.269,-2.099,0.033,-5.907,0.024,0.966,15.044085999999998,0.002768,15.66869,0.003453,14.276876,0.00394,13.881356,0.1663849999999999,-6.24,4.3143,-0.0339,770.6108,0.0,0.0,0.99998206,0.0,1.794e-05,5687.4287,1.3638,1.0877,1.3949,0.8081,0.5869,4.5102,1.0971,1.1626,1.2559193000000002,0.939,11.684,0.5147185999999999,375.0,3.0,94.0,0.1275,0.03436,0.0,8,8,-1
86139.0,121.71941188513,-11.16131084843,3.03783195331185e+18,0.0307,0.0212,1.0094,0.0505,6.422999999999999,-4.598,0.052,4.485,0.031,1.803,11.202401,0.002801,11.27317,0.002835,11.039973,0.00379,10.946724,0.007823,32.45,4.0071,0.3674,1027.1313,0.0,0.0,0.99981487,1e-08,0.00018513,9168.422,0.4213,0.3972,0.4696,0.2584,0.2112,0.742,2.5688,2.4418,37.798782,2.285,0.489,0.61598164,225.0,0.0,1.0,0.50066,0.00875,0.0,5,5,-1
39000.0,296.25169184307003,26.50808267644,2.0278342815926902e+18,0.0492,0.0638,0.3966,0.0856,7.343,-3.584,0.064,-6.409,0.085,0.932,15.822207999999998,0.0029519999999999,19.582544,0.02803,14.261982,0.0039829999999999,13.531123999999998,0.170382,-15.13,0.7275,-0.2447,2548.8843,0.0,0.0,1.0,0.0,0.0,3643.363,8.7493,5.045,7.71,4.5325,3.1776,-1.2502,66.3512,57.8804,529.9518,1.924,1.344,0.00735374,1137.0,5.0,91.0,0.0221099999999999,0.11363,1.0,3,3,-1
97516.0,273.86189660862004,-26.57969664994,4.052632841674173e+18,0.0331,0.0294,0.1417,0.0388,6.791,-2.072,0.042,-6.4670000000000005,0.032,0.8959999999999999,13.810599,0.003686,16.2496,0.016982,12.42159,0.006939,11.81784,0.163486,-19.8,0.3665,-0.1301,6513.5034,0.0,0.0,0.9999989,0.0,1.1e-06,3419.3582,2.3735,1.3949,2.2135,1.2474,0.9661,-1.6822,102.3595,101.662,1272.9467,1.257,5.3660000000000005,0.00551298,1178.0,5.0,92.0,0.21719,0.1051599999999999,1.0,4,4,-1
92919.0,51.89094700573,43.19236185209001,2.4112207963820416e+17,0.0159,0.0155,1.01,0.0193,12.325,-3.5810000000000004,0.022,-11.793,0.022,1.0659999999999998,14.112416,0.002761,14.523191,0.002953,13.528314000000002,0.003811,13.243261,0.056299,-25.8,4.2144,-0.6359,848.3425,0.0,0.0,0.9999573,0.0,4.273e-05,5540.0,0.3646,0.3005,0.3803,0.2176,0.1627,4.169,1.384,1.5491,2.1116898,0.996,11.08,0.5239524,450.0,3.0,92.0,0.1554,0.02027,0.0,8,8,-1
70892.0,198.82203463862,-14.33914516723,3.608737801065858e+18,0.0291,0.024,6.0818,0.0342,48.39,-31.356,0.042,-36.856,0.036,1.029,14.985143,0.002814,16.196146,0.006426,13.889411,0.004031,13.5294,0.071014,24.97,4.6821,0.1331,162.0589,0.0,0.0,0.99296397,0.0,0.00703605,3736.5386,0.7013,0.475,0.6768,0.3919,0.2851,8.4392,0.5769,0.5849,0.060660314,0.5670000000000001,12.953,0.64874643,221.0,5.0,92.0,0.13806,0.05336,1.0,1,1,-1
86772.0,67.76199447175,39.00552120449,1.795921376347698e+17,0.019,0.012,2.6461,0.0198,41.176,20.307,0.026,-35.82,0.018,1.04,13.85734,0.00276,14.4081,0.002893,13.156497,0.00381,12.887618,0.10023,27.92,4.5195,-0.2108,350.0815,0.0,0.0,0.99994874,0.0,5.124e-05,5337.1626,0.7090000000000001,0.5642,0.7216,0.4208,0.3008,5.5331,0.7957,0.836,0.50802124,0.897,3.992,0.6022270000000001,189.0,4.0,94.0,0.09719,0.01937,0.0,8,8,-1
27087.0,40.69636227476,23.36812877438,8.96980254508087e+16,0.0143,0.0124,0.5239,0.0159,3.653,2.16,0.018,-2.946,0.015,0.978,12.744118,0.002764,13.313857999999998,0.002956,12.024705,0.003824,11.670122,0.053923,-0.28,2.9756,-0.1306,2067.31,0.0,0.0,0.9999925,0.0,7.55e-06,5266.1646,0.7909,0.6276,0.8037,0.4688,0.3348,0.5479999999999999,8.173,7.2647,36.60848,2.451,0.657,0.18037751,507.0,4.0,94.0,0.05056,0.01903,0.0,2,2,-1
33470.0,12.19982261576,59.27085009859999,4.267356841072238e+17,0.0091,0.0109,0.2273,0.0149,2.325,-2.252,0.013,-0.578,0.0139999999999999,1.249,13.298009,0.002764,13.6745,0.002893,12.725213,0.0038,12.41566552393817,0.06536518378525784,-5.882807750789657,3.4326,0.0604,6302.334,0.0,0.0,0.9999954,0.0,4.59e-06,16093.367,2.4417,2.2206,2.6971,1.4838,1.2133,-2.9930000000000003,8.3785,5.0859,1586.7974,5.756,3.7764345571077382,0.5243159000000001,269.0,1.0,11.0,0.17397,0.01541,0.0,0,0,-1
11223.0,63.12313377961,17.135389824129998,4.603878953436902e+16,0.0147,0.0099,0.379,0.0169,1.831,1.7719999999999998,0.019,-0.4589999999999999,0.015,1.083,13.331397,0.002764,14.177653,0.002934,12.425154,0.003829,12.036879,0.032337,53.59,2.6073,-0.5483,2042.6671,0.0,0.0,0.99999696,0.0,3.1e-06,4945.319,1.713,1.2966,1.702,1.0006,0.7014,0.4999,9.8279,11.3988,69.72833,2.801,0.455,0.09141516,569.0,4.0,93.0,0.04666,0.01895,1.0,2,2,-1
1624.0,47.55532049215999,33.58453723072,1.3744552047827789e+17,0.0268,0.024,0.3077,0.0326,1.987,-0.065,0.036,-1.986,0.0289999999999999,1.289,11.96695,0.002948,13.272610999999998,0.006758,10.844826,0.0045509999999999,10.363071,0.0222419999999999,-63.63,1.0602,-0.07,3048.4084,0.0,0.0,0.99989027,0.0,0.00010972,3761.3323,0.9992,0.6683,0.9411,0.5565,0.3845,-1.0866,54.6751,47.9265,414.66916,2.063,1.078,0.01276746,1269.0,5.0,92.0,-0.0392,0.04126,1.0,4,4,-1
